"File","CountDeclMethodPrivate","AvgLineCode","CountLine","MaxCyclomatic","CountDeclMethodDefault","AvgEssential","CountDeclClassVariable","SumCyclomaticStrict","AvgCyclomatic","AvgLine","CountDeclClassMethod","AvgLineComment","AvgCyclomaticModified","CountDeclFunction","CountLineComment","CountDeclClass","CountDeclMethod","SumCyclomaticModified","CountLineCodeDecl","CountDeclMethodProtected","CountDeclInstanceVariable","MaxCyclomaticStrict","CountDeclMethodPublic","CountLineCodeExe","SumCyclomatic","SumEssential","CountStmtDecl","CountLineCode","CountStmtExe","RatioCommentToCode","CountLineBlank","CountStmt","MaxCyclomaticModified","CountSemicolon","AvgLineBlank","CountDeclInstanceMethod","AvgCyclomaticStrict","PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","CountInput_Max","CountInput_Mean","CountInput_Min","CountOutput_Max","CountOutput_Mean","CountOutput_Min","CountPath_Max","CountPath_Mean","CountPath_Min","MaxNesting_Max","MaxNesting_Mean","MaxNesting_Min","COMM","ADEV","DDEV","Added_lines","Del_lines","OWN_LINE","OWN_COMMIT","MINOR_COMMIT","MINOR_LINE","MAJOR_COMMIT","MAJOR_LINE","HeuBug","HeuBugCount","RealBug","RealBugCount"
"security/src/main/java/org/apache/hadoop/hbase/ipc/SecureClient.java",6,21,487,12,0,1,2,69,4,27,0,4,4,15,106,4,15,61,110,4,8,13,5,215,61,22,90,349,144,0.3,40,234,12,171,1,15,5,100,3,0,14,2,15,6.53333333333333,0,31,9.4,1,126,16.7333333333333,1,6,1.61904761904762,0,2,2,1,34,522,1,1,0,1,1,0,"FALSE",0,"TRUE",1
"security/src/main/java/org/apache/hadoop/hbase/ipc/SecureConnectionHeader.java",0,8,118,6,0,1,0,15,2,10,0,1,2,7,33,1,7,15,27,0,2,6,7,42,15,7,24,75,29,0.44,10,53,6,38,0,7,2,50,2,0,2,1,6,2.85714285714286,1,9,3.42857142857143,1,6,2.28571428571429,1,3,1.22222222222222,0,1,1,1,0,118,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"security/src/main/java/org/apache/hadoop/hbase/ipc/SecureRpcEngine.java",2,12,412,10,0,1,2,46,2,16,2,3,2,18,95,4,18,44,132,6,11,10,10,143,44,20,95,280,92,0.34,38,187,10,138,0,16,3,83,3,0,12,2,14,5.22222222222222,0,25,5.83333333333333,1,36,4.22222222222222,1,3,1.08695652173913,0,3,3,1,45,458,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"security/src/main/java/org/apache/hadoop/hbase/ipc/SecureServer.java",9,18,737,21,3,2,8,122,4,20,0,2,4,28,98,4,28,110,171,5,23,26,11,381,110,50,142,588,256,0.17,64,398,21,286,0,28,4,90,2,1,15,2,25,6.71428571428571,0,32,7.32142857142857,1,3050,127,1,4,1.33333333333333,0,5,5,2,38,766,0.97289972899729,0.8,0,1,2,2,"FALSE",0,"FALSE",0
"security/src/main/java/org/apache/hadoop/hbase/security/access/AccessControlFilter.java",0,4,84,2,2,1,0,6,1,5,0,1,1,5,37,1,5,6,20,0,3,2,3,10,6,5,16,37,8,1,10,24,2,17,0,5,1,60,2,0,6,1,5,2,0,4,1.4,0,2,1.2,1,6,1.125,0,1,1,1,0,84,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"security/src/main/java/org/apache/hadoop/hbase/security/access/AccessController.java",10,8,1052,15,3,1,3,172,2,10,3,1,2,76,164,2,76,161,341,0,11,19,63,373,161,97,205,778,210,0.21,113,415,15,249,0,73,2,92,2,0,42,3,21,3.43421052631579,0,20,4.10526315789474,0,22,2.23684210526316,1,6,0.835443037974684,0,7,7,3,164,1151,0.923954372623574,0.714285714285714,0,2,3,1,"FALSE",0,"TRUE",3
"security/src/main/java/org/apache/hadoop/hbase/security/access/AccessControllerProtocol.java",0,1,85,1,0,1,1,4,1,11,0,10,1,4,60,1,4,4,14,0,0,1,4,1,4,4,10,15,0,4,10,10,1,9,0,4,1,100,2,1,2,1,6,3.25,1,1,0.25,0,1,1,1,0,0,0,3,3,2,21,89,0.776470588235294,0.666666666666667,0,2,2,0,"FALSE",0,"FALSE",0
"security/src/main/java/org/apache/hadoop/hbase/security/access/AccessControlLists.java",2,18,514,9,8,1,9,63,3,26,15,6,3,15,140,1,15,52,133,0,0,10,5,198,52,17,113,325,113,0.43,50,226,9,163,1,0,4,81,3,0,27,1,12,6.06666666666667,3,16,8.53333333333333,2,84,10.7333333333333,1,4,1.72222222222222,0,1,1,1,0,514,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"security/src/main/java/org/apache/hadoop/hbase/security/access/Permission.java",0,7,199,8,1,2,3,43,3,8,0,0,3,13,26,2,15,40,50,0,7,10,14,80,40,28,52,149,63,0.17,24,115,8,70,0,15,3,91,2,2,2,1,7,3.13333333333333,0,6,2.2,1,8,2.53333333333333,0,4,1.55555555555556,0,1,1,1,0,199,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"security/src/main/java/org/apache/hadoop/hbase/security/access/TableAuthManager.java",9,11,482,9,0,2,4,88,3,14,1,2,3,27,97,1,27,87,105,0,6,9,18,176,87,65,94,331,130,0.29,54,224,9,121,0,26,3,89,1,0,9,1,8,5.55555555555556,3,9,4.33333333333333,1,19,4.14814814814815,1,5,1.89655172413793,0,1,1,1,0,482,1,1,0,1,1,0,"FALSE",0,"FALSE",0
