"File","CountDeclMethodPrivate","AvgLineCode","CountLine","MaxCyclomatic","CountDeclMethodDefault","AvgEssential","CountDeclClassVariable","SumCyclomaticStrict","AvgCyclomatic","AvgLine","CountDeclClassMethod","AvgLineComment","AvgCyclomaticModified","CountDeclFunction","CountLineComment","CountDeclClass","CountDeclMethod","SumCyclomaticModified","CountLineCodeDecl","CountDeclMethodProtected","CountDeclInstanceVariable","MaxCyclomaticStrict","CountDeclMethodPublic","CountLineCodeExe","SumCyclomatic","SumEssential","CountStmtDecl","CountLineCode","CountStmtExe","RatioCommentToCode","CountLineBlank","CountStmt","MaxCyclomaticModified","CountSemicolon","AvgLineBlank","CountDeclInstanceMethod","AvgCyclomaticStrict","PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","CountInput_Max","CountInput_Mean","CountInput_Min","CountOutput_Max","CountOutput_Mean","CountOutput_Min","CountPath_Max","CountPath_Mean","CountPath_Min","MaxNesting_Max","MaxNesting_Mean","MaxNesting_Min","COMM","ADEV","DDEV","Added_lines","Del_lines","OWN_LINE","OWN_COMMIT","MINOR_COMMIT","MINOR_LINE","MAJOR_COMMIT","MAJOR_LINE","HeuBug","HeuBugCount","RealBug","RealBugCount"
"bench/BenchJavaPropName.java",0,11,15,4,0,1,0,4,4,11,1,0,4,1,0,1,1,4,5,0,0,4,1,7,4,1,7,13,7,0,2,14,4,9,0,0,4,0,1,0,1,1,0,0,0,3,3,3,4,4,4,3,3,3,0,0,0,0,0,1,0,0,1,0,0,"FALSE",0,"FALSE",0
"bench/BenchParser.java",4,12,84,5,0,1,1,15,3,12,5,0,3,5,0,1,5,15,32,0,0,5,1,44,15,5,35,75,28,0,9,63,5,49,0,0,3,80,1,0,6,1,5,3.4,2,15,5.6,2,4,2.6,2,3,2,1,0,0,0,0,0,0.964285714285714,0,0,1,0,1,"FALSE",0,"FALSE",0
"bench/BenchRubyCasedName.java",0,11,15,4,0,1,0,4,4,11,1,0,4,1,0,1,1,4,5,0,0,4,1,7,4,1,7,13,7,0,2,14,4,9,0,0,4,0,1,0,1,1,0,0,0,3,3,3,4,4,4,3,3,3,0,0,0,0,0,0.933333333333333,0,0,2,0,0,"FALSE",0,"FALSE",0
"cext/src/array.cpp",0,9,484,10,0,1,0,114,3,9,0,0,3,42,43,0,0,106,134,0,0,12,0,161,106,48,123,358,211,0.12,75,334,10,220,1,0,3,0,0,0,0,0,16,3.5,1,18,5.71428571428571,1,12,2.26190476190476,1,3,0.86046511627907,0,280,280,1,2856,1176,0.590909090909091,1,0,2,1,1,"FALSE",0,"FALSE",0
"cext/src/bignum.cpp",0,8,102,7,0,1,0,20,3,9,0,0,3,7,28,0,0,20,25,0,0,7,0,21,20,7,26,57,26,0.49,13,52,7,32,1,0,3,0,0,0,0,0,5,2.42857142857143,1,15,7.71428571428571,2,2,1.71428571428571,1,1,0.75,0,0,0,0,0,0,0.666666666666667,0,0,2,0,0,"FALSE",0,"FALSE",0
"cext/src/class.cpp",0,8,245,5,0,1,0,54,2,8,0,0,2,22,30,0,0,51,87,0,0,7,0,64,51,22,81,171,80,0.18,39,161,5,103,1,0,2,0,0,0,0,0,6,3.27272727272727,2,13,7.5,1,4,1.72727272727273,1,3,0.695652173913043,0,225,225,1,1793,169,0.608163265306122,1,0,2,1,1,"FALSE",0,"FALSE",0
"cext/src/data-object.cpp",0,10,105,5,0,1,0,11,2,11,0,0,2,5,27,0,0,11,15,0,0,5,0,27,11,5,16,51,32,0.53,19,50,5,37,2,0,2,0,0,0,0,0,9,5.4,2,14,8.2,2,6,2.2,1,2,1,0,168,168,2,1176,1288,0.923809523809524,0.666666666666667,0,2,2,1,"FALSE",0,"FALSE",0
"cext/src/exception.cpp",0,13,196,6,0,1,0,29,3,16,0,0,3,9,31,0,0,26,39,0,0,7,0,67,26,15,44,122,58,0.25,38,102,6,70,3,0,3,0,0,0,0,0,9,3.66666666666667,1,15,6.55555555555556,1,13,3.66666666666667,1,3,1.2,0,112,112,2,112,112,0.806122448979592,0.5,0,2,2,1,"FALSE",0,"FALSE",0
"cext/src/float.cpp",0,8,175,5,0,1,0,23,2,9,0,0,2,14,29,0,0,21,34,0,0,5,0,54,23,17,26,115,62,0.25,27,88,5,61,1,0,2,0,0,0,0,0,12,3.57142857142857,1,13,5.21428571428571,2,4,1.42857142857143,1,2,0.466666666666667,0,168,168,2,280,168,0.88,0.666666666666667,0,2,2,1,"FALSE",0,"FALSE",0
"cext/src/funcall.cpp",0,10,114,2,0,1,0,9,2,12,0,0,2,6,28,0,0,9,26,0,0,2,0,24,9,6,27,59,24,0.47,22,51,2,35,2,0,2,0,0,0,0,0,6,5.33333333333333,4,9,6.16666666666667,2,2,1.5,1,1,0.571428571428571,0,0,0,0,0,0,0.657894736842105,0,0,2,0,0,"FALSE",0,"FALSE",0
"cext/src/gc.cpp",0,10,177,9,0,1,0,29,3,12,0,1,3,10,47,0,0,26,28,0,0,9,0,42,27,13,28,102,48,0.46,22,76,9,38,1,0,3,0,0,0,0,0,8,3.2,0,12,2.6,0,36,5.4,1,4,1.27272727272727,0,280,280,1,1232,672,0.983050847457627,1,0,1,1,1,"FALSE",0,"FALSE",0
"cext/src/Handle.cpp",0,11,267,19,0,1,0,51,3,12,0,0,2,16,35,0,0,34,44,0,0,19,0,99,51,19,37,175,123,0.2,45,177,5,122,1,0,3,0,0,0,0,0,61,10.125,3,10,5.125,1,19,3.0625,1,4,1.05882352941176,0,112,112,1,840,3360,0.951310861423221,1,0,1,1,1,"FALSE",0,"FALSE",0
"cext/src/Handle.h",0,4,265,2,0,1,0,26,1,4,0,0,1,16,28,7,0,23,108,0,0,3,0,25,23,16,117,178,24,0.16,51,141,2,118,0,0,2,73,1,6,6,1,14,6.25,2,4,1.9375,1,2,1.375,1,3,0.666666666666667,0,280,280,2,1120,112,0.867924528301887,0.8,0,2,2,1,"FALSE",0,"TRUE",2
