"File","CountDeclMethodPrivate","AvgLineCode","CountLine","MaxCyclomatic","CountDeclMethodDefault","AvgEssential","CountDeclClassVariable","SumCyclomaticStrict","AvgCyclomatic","AvgLine","CountDeclClassMethod","AvgLineComment","AvgCyclomaticModified","CountDeclFunction","CountLineComment","CountDeclClass","CountDeclMethod","SumCyclomaticModified","CountLineCodeDecl","CountDeclMethodProtected","CountDeclInstanceVariable","MaxCyclomaticStrict","CountDeclMethodPublic","CountLineCodeExe","SumCyclomatic","SumEssential","CountStmtDecl","CountLineCode","CountStmtExe","RatioCommentToCode","CountLineBlank","CountStmt","MaxCyclomaticModified","CountSemicolon","AvgLineBlank","CountDeclInstanceMethod","AvgCyclomaticStrict","PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","CountInput_Max","CountInput_Mean","CountInput_Min","CountOutput_Max","CountOutput_Mean","CountOutput_Min","CountPath_Max","CountPath_Mean","CountPath_Min","MaxNesting_Max","MaxNesting_Mean","MaxNesting_Min","COMM","ADEV","DDEV","Added_lines","Del_lines","OWN_LINE","OWN_COMMIT","MINOR_COMMIT","MINOR_LINE","MAJOR_COMMIT","MAJOR_LINE","HeuBug","HeuBugCount","RealBug","RealBugCount"
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/datetime/DateConverter.java",0,7,179,3,0,1,0,13,2,15,0,7,2,8,91,1,8,13,29,3,1,3,5,26,13,8,29,74,18,1.23,14,47,3,35,0,8,2,50,1,2,4,2,3,1.875,1,10,3.75,1,3,1.625,1,2,1,0,6,6,3,396,5,0.64804469273743,0.666666666666667,0,2,3,0,"FALSE",0,"FALSE",0
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/basic/DateLabel.java",0,4,273,3,0,1,1,18,1,12,8,7,1,15,157,1,15,18,34,1,3,3,14,24,18,15,34,94,22,1.67,22,56,3,37,0,7,1,86,4,0,7,1,7,2.53333333333333,1,3,1.93333333333333,1,4,1.26666666666667,1,1,0.277777777777778,0,2,2,2,546,0,1,0.5,0,1,2,0,"FALSE",0,"FALSE",0
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java",0,4,231,2,0,1,1,12,1,14,8,9,1,11,147,1,11,12,27,0,1,2,11,15,12,11,27,67,14,2.19,17,41,2,28,0,3,1,86,7,0,5,2,8,3.09090909090909,1,3,2.27272727272727,1,2,1.09090909090909,1,1,0.285714285714286,0,3,3,3,463,1,0.727272727272727,0.333333333333333,0,2,3,0,"FALSE",0,"FALSE",0
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/datetime/PatternDateConverter.java",0,6,104,2,0,1,1,4,1,16,0,9,1,3,64,1,3,4,14,1,1,2,2,8,4,3,14,30,6,2.13,10,20,2,15,0,3,1,50,2,0,1,1,4,2,1,6,3.33333333333333,1,2,1.33333333333333,1,1,0.6,0,2,2,2,210,0,0.857142857142857,0.5,0,2,2,0,"FALSE",0,"FALSE",0
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/datetime/StyleDateConverter.java",0,5,128,2,0,1,1,5,1,18,0,12,1,4,86,1,4,5,15,1,1,2,3,9,5,4,15,33,7,2.61,9,22,2,16,0,4,1,75,2,0,1,1,5,2.5,0,4,3.25,2,2,1.25,1,1,0.5,0,2,2,2,258,0,0.86046511627907,0.5,0,2,2,0,"FALSE",0,"FALSE",0
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/AbstractCalendar.java",1,22,276,7,0,1,4,15,2,35,0,11,2,8,125,2,8,15,34,3,0,7,4,71,15,8,37,128,56,0.98,23,93,7,78,2,8,2,100,3,0,3,2,3,1.75,1,13,3.5,0,11,2.375,1,4,1.33333333333333,0,5,5,4,556,4,0.768115942028985,0.4,0,2,4,0,"FALSE",0,"FALSE",0
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java",1,5,122,2,0,1,1,11,2,10,0,4,2,7,53,1,7,11,20,1,2,2,5,23,11,7,20,50,17,1.06,19,37,2,27,0,7,2,71,6,0,4,1,4,1.57142857142857,0,7,3.14285714285714,1,2,1.28571428571429,1,1,0.444444444444444,0,9,9,3,323,66,0.89344262295082,0.666666666666667,0,2,3,0,"FALSE",0,"TRUE",1
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DatePicker.java",0,17,439,7,0,1,1,26,2,27,0,9,2,13,147,1,13,26,59,9,1,7,4,161,26,15,60,258,129,0.57,35,189,7,164,1,13,2,73,2,0,15,2,6,2.53846153846154,1,22,4.53846153846154,0,11,2.30769230769231,1,4,1.06666666666667,0,16,16,6,1032,217,0.674259681093394,0.6875,0,2,6,0,"TRUE",2,"TRUE",4
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java",3,6,296,7,0,1,4,29,2,12,1,4,2,16,104,2,16,29,53,1,8,7,12,75,29,16,53,145,53,0.72,47,106,7,79,0,15,2,80,6,0,12,1,10,2.3125,1,15,4.0625,1,10,1.9375,1,3,0.631578947368421,0,10,10,3,820,192,0.861486486486487,0.7,0,2,3,0,"TRUE",1,"TRUE",1
"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/YuiLib.java",1,2,35,1,0,1,1,1,1,5,0,3,1,1,24,1,1,1,5,0,0,1,0,1,1,1,5,7,0,3.43,4,5,1,3,0,1,1,100,1,0,0,2,0,0,0,1,1,1,1,1,1,0,0,0,3,3,3,74,2,0.942857142857143,0.333333333333333,0,2,3,0,"TRUE",1,"FALSE",0
